seed,n_electrons,steps,dt,horizon,frame_stride,longitudinal_speed,transverse_noise,damping,domain_y,ext_amplitude,ext_temporal_freq,ext_spatial_freq,preferred_center,preferred_sigma,preferred_boundary_gap,preferred_boundary_width,preferred_internal_frac,preferred_boundary_frac,initial_sigma,initial_precision,attention_gain,transition_inertia,precision_gain,base_kappa,passive_kappa,joule_weight,particle_joule_weight,leakage_weight,width_weight,role_weight,ambiguity_weight,epistemic_gain,control_cost,radial_diffusion_weight,leakage_cost,sensor_noise,debt_path_weight,debt_terminal_weight,excess_energy_weight,payback_bonus,fps,final_efe,final_efe_ema,final_step_joule_total,final_step_joule_total_ema,final_passive_step_joule_total_ema,final_internal_fraction,final_boundary_fraction,final_external_fraction,final_sigma,final_coupling_proxy,designer_cumulative_joule_total,passive_cumulative_joule_total,final_cumulative_saving_vs_passive,final_energy_debt,breakeven_step,efe_to_joule_correlation
7,220,200,0.04,14,8,0.62,0.045,0.52,1.2,1.0,0.18,2.1,0.0,0.16,0.08,0.07,0.66,0.22,0.46,1.0,3.0,1.0,3.4,0.88,0.16,3.2,1.35,1.25,0.95,0.8,0.16,0.58,0.018,0.22,0.95,0.1,14.0,28.0,10.0,1.8,16,7.623567841436535,6.828578689385701,0.012686499118596888,0.010728871113853032,0.049994695254367116,0.2703862775364967,0.49954875609559396,0.23006496538592983,0.1602645901972071,0.04261897399115663,0.24182578844246339,0.3861354842959562,0.14430969585349301,0.0,82,0.990586740909214
