step,policy,efe,risk,ambiguity,epistemic,predicted_joule_horizon,predicted_excess_energy_horizon,projected_terminal_debt,projected_path_debt,vfe,center,sigma,precision,kappa,internal_fraction,boundary_fraction,external_fraction,coupling_proxy,step_joule_total,step_joule_particle,step_joule_control,step_leakage,cumulative_joule_total,mean_abs_external,mean_abs_active,mean_abs_y,baseline_step_joule_total,baseline_step_joule_particle,baseline_step_joule_control,baseline_cumulative_joule_total,step_joule_saving_vs_baseline,cumulative_joule_saving_vs_baseline,energy_debt,breakeven_step,step_joule_total_ema,baseline_step_joule_total_ema,energy_debt_ema,cumulative_joule_saving_ema,efe_ema
30,relax,22.08674282954783,15.601615923781932,0.05576899224686289,0.040803731265512594,0.033908054516319126,0.004247185288593194,0.029173219855374546,0.4025838515501819,1.2189922606540944,-0.008764122875460561,0.1751464488735418,4.035071590754273,0.76,0.25087883325417737,0.19739603496284447,0.5517251308073253,0.017977157189907743,0.07498389835084783,0.07397027985630339,0.0010136184945444473,0.5241388742669593,0.09568012776555768,0.3755301766601454,0.19888397284057105,0.21182566250516274,0.053935118729013055,0.05362938173443494,0.00030573699457811494,0.06991214201390294,-0.021048779621834775,-0.025767985751654746,0.025767985751654746,,0.07909245018635498,0.05574972839610086,0.015201363416971581,-0.015201363416971581,23.34448793440977
31,relax,21.731908766787207,15.228584270348353,0.05605649583032522,0.04251223256823586,0.032457794179075655,0.002902223832197446,0.02867020958385219,0.404939944796446,1.300249995074036,-0.009218156437855297,0.17724750340102757,4.013212276379353,0.76,0.25090161496395696,0.20393233614095466,0.5451660479203309,0.08083676517510661,0.07369478057348923,0.07283530414290221,0.0008594764305870184,0.5179077455243143,0.09862791898849725,0.6979082008474012,0.1843864278802637,0.20355748033641413,0.0534241842535883,0.053122780840360415,0.00030140341322788935,0.07204910938404648,-0.020270596319900927,-0.026578809604450783,0.026578809604450783,,0.07866063661732572,0.055563684864699855,0.016111559111969917,-0.016111559111969917,23.215481600999965
32,hold,21.302068794311747,14.688152626341822,0.05491867509119461,0.03574982492419116,0.031867528294395354,0.0024287742948232533,0.02900758389927404,0.41196571729679204,1.3007152616382132,-0.009674242522456678,0.16512909682537816,4.098465051253663,0.88,0.24958393117030034,0.22676400693411797,0.5236520609169415,0.09623996692730061,0.07289443078150666,0.0718297688630854,0.0010646619184212626,0.4974694578710943,0.10154369621975752,0.9079064381476516,0.20865518578179165,0.19530309591593975,0.05366208361167836,0.053365377822130126,0.00029670578954823514,0.07419559272851362,-0.0192323471698283,-0.027348103491243916,0.027348103491243916,,0.0781993401504602,0.055411556764458136,0.017010482662311838,-0.017010482662311838,23.062408576464907
33,hold,20.60256130875974,13.97380490109084,0.054166641474061646,0.03904422338405593,0.030682311839878955,0.0013654470236543507,0.028713550514898264,0.4138040000957454,1.3364039013014117,-0.01030205383670787,0.15796167608568001,4.139487188924855,0.88,0.24429121614592447,0.25901920364048064,0.4966895792397164,0.01488788384584436,0.07197088829925809,0.07101733380636639,0.0009535544928916905,0.47185510027773075,0.10442253175172785,0.7642758851686762,0.199696734774364,0.18701182793666096,0.054568232441973945,0.05427632054826714,0.0002919118937068051,0.07637832202619257,-0.017402655857284142,-0.02804420972553528,0.02804420972553528,,0.07770106400236404,0.0553440908186594,0.017893180827369713,-0.017893180827369713,22.865620795048496
34,tighten,19.91628442815192,13.16109423490773,0.05164098638156554,0.06329349915034521,0.03067480747509689,0.0014693921494234332,0.029513601874958714,0.4224198988479273,1.3221320136161694,-0.011154499776919131,0.13721824154606546,4.3244550479119255,1.08,0.22651591544493452,0.30265949254012475,0.47082459104829577,0.09509823845859984,0.07083566448054572,0.06939775741934189,0.0014379070612038389,0.4472833614958808,0.10725595833094967,0.4196295667955102,0.25006980496371134,0.17864131000893493,0.05480302788237636,0.054516327427884634,0.0002867004544917255,0.07857044314148763,-0.016032636598169364,-0.028685515189462055,0.028685515189462055,,0.07715183204061858,0.055300805783756755,0.0187565675763371,-0.0187565675763371,22.62967388569677
35,hold,18.914029409224298,12.273959587931541,0.052340156851245906,0.0979698316212522,0.028837744924393022,-0.00026216804603718466,0.028423347143424864,0.4177978820892009,1.3365362219347257,-0.012214712272699725,0.13946917058108094,4.258791951289622,0.88,0.21757073727375997,0.36060371202419195,0.421825549731793,0.12043188227896923,0.06644688558592445,0.06564101435989966,0.0008058712260247881,0.40073427224520347,0.10991383375438665,0.4791087692197196,0.18618810442706668,0.17037146941038753,0.05365224022418379,0.0533705789010147,0.00028166132316909153,0.08071653275045498,-0.01279464536174065,-0.02919730100393168,0.02919730100393168,,0.07629543632424306,0.055168920538990925,0.019591826250544668,-0.019591826250544668,22.332422327578975
36,hold,18.240996618624102,11.636418905287245,0.0528818964994225,0.10200382392264676,0.027743648067767787,-0.0012537249620267056,0.02794357604190497,0.4164781864622054,1.4417788328245356,-0.01325636076514628,0.14095068630447116,4.216680775952714,0.88,0.20595206637981334,0.41141729109833003,0.3826306415536179,0.046475343939167545,0.06288265277470625,0.06219841460089874,0.0006842381738075085,0.363499109475937,0.11242913986537491,0.7881137180258461,0.16983760647049123,0.16225513859424154,0.05231208596438841,0.052035454887167334,0.00027663107722107665,0.08280901618903053,-0.010570566810317844,-0.029620123676344392,0.029620123676344392,,0.07522241364028011,0.05494037377302272,0.020394090044608647,-0.020394090044608647,22.005108270862586
37,hold,17.595791394012295,11.036189404136053,0.05323271194115767,0.09624984748119023,0.026659180840421612,-0.0022230556653392718,0.027397068011005117,0.41421984181168864,1.5517487812861666,-0.014210089678863214,0.1412800439969673,4.199212928483327,0.88,0.18726963839744634,0.4526574549530271,0.36007290567817624,0.012420333493574872,0.06173559614328851,0.06114561389464822,0.0005899822486402909,0.3420692603942674,0.11489856371110645,0.9037059790598345,0.155424708292244,0.15427893308416327,0.05222939643756718,0.051957500934268465,0.0002718955032987161,0.08489819204653322,-0.009506199705721328,-0.030000371664573245,0.030000371664573245,,0.07414346824052077,0.05472349558618628,0.021162592574205816,-0.021162592574205816,21.652362920714562
38,hold,16.925693447788277,10.431803336224185,0.05338100403508819,0.10090586868429494,0.02554587443309333,-0.0031955164249925175,0.02680485523958073,0.411017892444473,1.7363783758003908,-0.013966135258592822,0.14122644970601678,4.205292147139312,0.88,0.17992260723062795,0.47305667230749754,0.3470207194884918,0.04324899273839758,0.06211746666957016,0.061600886393328204,0.0005165802762419526,0.3296696835140671,0.11738326237788925,0.7015153495074654,0.14282988556816456,0.14660567654594156,0.05315372535814542,0.05288679051864717,0.0002669348394982487,0.08702434106085903,-0.008963741311424737,-0.030358921317030236,0.030358921317030236,,0.07318138811484473,0.05459791396794301,0.02189829887363177,-0.02189829887363177,21.27422936288046
39,coast,16.231600253661814,9.8393347943211,0.0540064286789833,0.12250109321930916,0.024351956972302153,-0.004232594880818276,0.026126326436211954,0.40609937109289035,2.1393342936605726,-0.013582996063347244,0.14893001744291093,4.186899557041035,0.8200000000000001,0.179282600806095,0.46112547687443606,0.3595919213339461,0.0004056607296529359,0.05994239334332174,0.05957280719046408,0.0003695861528576629,0.3416123252672488,0.11978095811162212,0.3611053688144622,0.11778302264081064,0.13940770054010687,0.05332810055902962,0.0530662337486714,0.00026186681035821795,0.08915746508322021,-0.006614292784292124,-0.03062349302840192,0.03062349302840192,,0.0721222685331229,0.05449632889522994,0.022596314406013385,-0.022596314406013385,20.870819034142972
40,coast,15.620563897703887,9.314550626554595,0.054237529670654414,0.11010976142005344,0.02331517032683237,-0.005118938758959398,0.025504554269442526,0.40076614095171453,2.4619217259511403,-0.013755883425183198,0.15350161363352816,4.174330305109724,0.8200000000000001,0.18229567719150247,0.4444122895907397,0.37329203223204616,0.06157027435321307,0.054830722910095976,0.054510287875629934,0.0003204350344660432,0.35462743062044394,0.12197418702802595,0.5764210997929579,0.10695747874105241,0.13339285021448116,0.052200610040162555,0.051943735933049684,0.0002568741071128704,0.09124548948482672,-0.002630112869933421,-0.03072869754319926,0.03072869754319926,,0.07073894488328075,0.05431267138682455,0.023246905056988256,-0.023246905056988256,20.450798623227847
41,coast,15.051341062515572,8.841503739184628,0.05439063474094433,0.09858560443672493,0.0224326726615674,-0.005862079345844299,0.024866618197354962,0.3947794837471344,2.5746199834770014,-0.014410152899355776,0.15654384856430942,4.1607812530356,0.8200000000000001,0.18292619829323586,0.40724664307535635,0.4098271576489681,0.055727272191978906,0.04961277918072861,0.04932463740382996,0.00028814177689865116,0.38933579976651933,0.1239586981952551,0.8797062360728748,0.09852662335079122,0.1283716679114359,0.05128117740638831,0.051029321306817234,0.000251856099571074,0.09329673658108226,0.001668398225659701,-0.03066196161417287,0.03066196161417287,,0.06904885162707658,0.054070151868389656,0.023840109581563025,-0.023840109581563025,20.018842018370865
42,hold,14.48189551120035,8.388906677894846,0.05382417707202003,0.10967667897717198,0.02166778930287567,-0.0064886558446080244,0.024173305769564845,0.3884002963580515,2.489178053386437,-0.01524079417299823,0.15013121782364855,4.188159183617653,0.88,0.19214679299631557,0.37847102978561503,0.4293821762405416,0.00699723044420966,0.04602581680868261,0.04568820586844703,0.0003376109402355779,0.40791306742851485,0.1257997308676024,0.8587404674281905,0.1046263476468434,0.1240896705612621,0.05129672651101581,0.051049755255416794,0.0002469712555990118,0.0953486056415229,0.005270909702333196,-0.030451125226079543,0.030451125226079543,,0.06720700884160506,0.05384827783979975,0.024368990833124347,-0.024368990833124347,19.575886297797226
43,coast,13.816539584785033,7.843867395092626,0.05424792619660583,0.11044010642292854,0.021021817035054707,-0.007001208185713152,0.02344991704036639,0.38132028734465184,2.4768184034080467,-0.015476766148991345,0.15254787827568508,4.138604037703357,0.8200000000000001,0.21097318148074848,0.3585628114959301,0.4304640060509683,0.014699856360607248,0.04401848580927628,0.0437436009639574,0.00027488484531888366,0.40894080574842,0.12756047029997344,0.6058863406431944,0.09345798538502349,0.12188001172797133,0.05167502127363733,0.05143273813192145,0.00024228314171587621,0.09741560649246839,0.007656535464361048,-0.030144863807505102,0.030144863807505102,,0.06535192699901876,0.05367441731450676,0.02483106067107481,-0.02483106067107481,19.11513856075625
44,coast,13.19525503217262,7.359886896329256,0.05473094394647374,0.1266735134823612,0.02040912425120973,-0.007487979341227857,0.02265688446627725,0.37379953053393616,2.361011952762131,-0.014912902792376346,0.15286054573154023,4.093062242381249,0.8200000000000001,0.23861375195952847,0.3379199077701239,0.4234663393008942,0.04559399633479537,0.04240374832651738,0.042137263917998866,0.0002664844085185123,0.4022930223358493,0.12925662023303414,0.37387550080692256,0.09070458189448319,0.12138524892634596,0.05130264670781968,0.051065010472222,0.00023763623559767673,0.09946771236078117,0.008898898381302298,-0.02978890787225301,0.02978890787225301,,0.06351607270521865,0.0534846756659718,0.025227688447169067,-0.025227688447169067,18.64154787846956
45,coast,12.642175321814067,6.94103685078377,0.05513106190297319,0.12453358186198887,0.019811940385428196,-0.007963210283318282,0.021825697588934725,0.3658179380447914,2.1881953953862636,-0.013766030211243882,0.1507748628420177,4.000213360236499,0.8200000000000001,0.29728826379097045,0.32871325241952354,0.37399848285168064,0.06456749356655611,0.041433006848621765,0.041164611707394105,0.00026839514122766253,0.3552985587090963,0.13091394050697902,0.6693201853624138,0.0900003651201528,0.12127271798439145,0.050503775570935744,0.05027075788392442,0.0002330176870113249,0.10148786338361859,0.00907076872231398,-0.02942607712336045,0.02942607712336045,,0.06174942743669091,0.05324620365836892,0.02556355954126438,-0.02556355954126438,18.16159807393712
46,coast,12.177141564590327,6.619824462365489,0.055899930820777134,0.12684495845147836,0.01919651071807872,-0.00845290667529427,0.020973170448066177,0.3573538361982568,1.918936463664934,-0.012726611488760024,0.14690180316351342,3.936405370227143,0.8200000000000001,0.3772512317710073,0.30505450248280763,0.3176942648082947,0.038269461604657745,0.04166564619956633,0.041385114037242425,0.000280532162323904,0.30180955156788003,0.13258056635496168,0.915539962655153,0.0922257652488047,0.12179214954134526,0.05061485402799095,0.05038652030908849,0.0002283337189024597,0.10351245754473823,0.008949207828424621,-0.029068108810223463,0.029068108810223463,,0.060142724937720944,0.053035695687938686,0.025843923482781108,-0.025843923482781108,17.68284155318938
47,coast,11.785807486373328,6.384482995102402,0.056374702227341755,0.1377512858066856,0.018558889425119088,-0.008948046591013246,0.020120062219210217,0.34839930546695724,1.7696410217401906,-0.011909056011493566,0.14293626790860753,3.9191828209939774,0.8200000000000001,0.43117238126845525,0.2905829271446397,0.27824469064167257,0.002126193671506482,0.04264444240275363,0.04234492295716981,0.000299519445583821,0.264332456109589,0.13428634405107182,0.8233292685103679,0.0960052823171857,0.12308468658917238,0.05178199517819522,0.05155839793792165,0.00022359724027357412,0.10558373735186603,0.009137552775441593,-0.0287026066992058,0.0287026066992058,,0.05874286233492356,0.05293539964715921,0.026072618140095084,-0.026072618140095084,17.211078827844098
48,coast,11.46386875916079,6.208998827269268,0.05642761763614056,0.12126849622411486,0.01794354104579557,-0.009419736888583273,0.019282869810622518,0.33898665812624196,1.6606956171570988,-0.011231858404144306,0.13950530578940304,3.9313533417119144,0.8200000000000001,0.4596317985039234,0.2895361158673454,0.25083208467618306,0.04305250736315222,0.0418532377067893,0.041529011128947385,0.000324226577841915,0.23829048044237386,0.13596047355934338,0.47152745601583285,0.10037489480770971,0.12487926533258056,0.05216546900129515,0.05194624079658449,0.0002192282047106568,0.10767035611191784,0.010312231294505848,-0.028290117447425565,0.028290117447425565,,0.05739169236467282,0.052873805195490085,0.026250018084681522,-0.026250018084681522,16.751302022349435
49,coast,11.196190525197087,6.0969268154922585,0.05624018217986181,0.11005534792013337,0.01739113277168219,-0.009848770477657727,0.01844134696976784,0.3291589786446377,1.564154755912777,-0.010434905162482876,0.1366909554702635,3.9686555944599755,0.8200000000000001,0.48147123738996106,0.29543842947729276,0.2230903321699991,0.029080552004683454,0.039200482024254184,0.03884605249414013,0.000354429530114051,0.21193581556149912,0.13752849284031354,0.4296234854925614,0.10523355017122026,0.12735376894681186,0.05108874170829078,0.05087345793943163,0.00021528376885915097,0.10971390578024948,0.011888259684036596,-0.0278145870600641,0.0278145870600641,,0.055936395537439336,0.052731000116514146,0.02637518360271213,-0.02637518360271213,16.30689310257725
50,relax,10.974206952097125,6.021280221175007,0.05654609582569145,0.10206762719050333,0.01706542426144036,-0.010066645637739954,0.017747941422324148,0.3197683900849838,1.5454235508269507,-0.009814363621362013,0.14184863082378663,3.967165420209107,0.76,0.49054328172342415,0.2964345937162483,0.2130221235863902,0.06562708532245258,0.03581430059306742,0.03550273091005796,0.00031156968300946104,0.20237101740707056,0.13896106486403623,0.7364753975140158,0.09814387171540515,0.13012890060724816,0.04943367286354849,0.04922232446623719,0.00021134839731129347,0.11169125269479141,0.013619372270481066,-0.02726981216924486,0.02726981216924486,,0.05432662794188959,0.052467213936276895,0.02644675388803475,-0.02644675388803475,15.880278210538838
51,relax,10.729760419661332,5.921692568562556,0.0565332145528331,0.06326775785216456,0.016653918365505418,-0.010377320630895663,0.016892491538349194,0.3095656678687166,1.4926226982639876,-0.009444131170912605,0.1457872723069549,3.963540318414684,0.76,0.5061692588229558,0.2774661856270737,0.2163645545788317,0.15469625460464378,0.03395528626878776,0.03363078206809563,0.0003245042006921277,0.20554632684989005,0.14031927631478774,0.9117147263385779,0.09961135177001477,0.1331627416229086,0.04870825524569119,0.04850043045452977,0.000207824791161413,0.11363958290461906,0.014752968976903431,-0.026679693410168723,0.026679693410168723,,0.052696920608041445,0.052166497241030035,0.026465389049805468,-0.026465389049805468,15.468236787268639
52,coast,10.515765964743757,5.9005130876248595,0.055866713243002415,0.06319112407283937,0.016041750413212125,-0.010881766656684177,0.015797926753484542,0.2980915890516146,1.5010012559214432,-0.009425870210660367,0.14216001757921895,4.018037177678805,0.8200000000000001,0.5116851443979905,0.27177792449263716,0.21653693013384256,0.15858877581857905,0.03455164726422971,0.03412996990330998,0.00042167736091973574,0.20571008362715063,0.14170134220535693,0.766059739007245,0.11382785690912002,0.13644143960404745,0.04923275023400984,0.049028256597886136,0.00020449363612370038,0.11560889291397945,0.014681102969780126,-0.026092449291377516,0.026092449291377516,,0.05124529874053651,0.051931797480468424,0.026435553869131233,-0.026435553869131233,15.072039121466648
53,relax,10.320417065876358,5.864449674251863,0.05603765908943616,0.0550473185975682,0.015750274017353207,-0.011051296549981632,0.015041152741395886,0.2878998024537522,1.4812475565445107,-0.009634597918340764,0.14670495519054633,4.003368232282823,0.76,0.5088924443514106,0.27143118477135253,0.21967636990291195,0.0758200811299873,0.03485166992123865,0.0344738321284465,0.0003778377927921506,0.20869255140776624,0.1430954090022065,0.40462011261277947,0.10709207782424408,0.13982685175862994,0.049567031375813156,0.049365704325265256,0.0002013270505479025,0.11759157416901198,0.014715361454574506,-0.025503834833194537,0.025503834833194537,,0.049933808434992684,0.051742616192096004,0.0263610163462563,-0.0263610163462563,14.691909357019426
54,relax,10.090304572013007,5.823448625073896,0.05613520968801589,0.06607012158123263,0.015301612441274476,-0.01137998019838326,0.014123854634811276,0.2767183887393275,1.4554544853083895,-0.009604597674604493,0.15010051403154015,4.003923544702035,0.76,0.5072756176194979,0.27176650742001024,0.22095787398054043,0.050488044148628654,0.033330354521220386,0.032929245634920744,0.0004011088862996438,0.20990998028151348,0.1444286231830553,0.5227288420153645,0.10986099176330681,0.1432287538623615,0.048716683080660766,0.04851832759314883,0.00019835548751193736,0.11954024149223841,0.015386328559440379,-0.024888381690816922,0.024888381690816922,,0.0486055321218909,0.051500541543181184,0.02624320557382115,-0.02624320557382115,14.323780974218913
55,relax,9.873295629468814,5.789560724963505,0.05611033226642827,0.058041784807221594,0.014883658094805283,-0.011696569091446576,0.01319181259937034,0.2652122770720931,1.455463823963492,-0.009570330035069102,0.15324657735864788,4.005810612516879,0.76,0.5192764357770476,0.26622003330283456,0.21450352993799113,0.10735980548163541,0.03132054085050637,0.030891445808575627,0.00042909504193073785,0.20377835344109158,0.14568144481707557,0.8266074440031493,0.11311914806178103,0.146775227512712,0.04782350590818832,0.047627964843873986,0.00019554106431433554,0.12145318172856594,0.01650296505768195,-0.024228263088509644,0.024228263088509644,,0.047222732820180136,0.05120637869238175,0.02608201017499623,-0.02608201017499623,13.967742146638905
56,relax,9.67163759165998,5.780579754021852,0.056109107744296935,0.05980912251416973,0.014523497312527068,-0.011973052285781324,0.012255210802728317,0.25343168661357596,1.4222438679347937,-0.009454076887723439,0.15625431491908665,3.9973523850914794,0.76,0.5327526609293437,0.2572005051703048,0.21004683292227092,0.09009923570980741,0.029945948921891136,0.029485907133205952,0.0004600417886851855,0.1995444912761573,0.1468792827739512,0.8614110209964343,0.11659186575164478,0.1502614778425233,0.047961228343119895,0.04776896511138487,0.00019226323173502258,0.12337163086229073,0.01801527942122876,-0.023507651911660495,0.023507651911660495,,0.045840590108317016,0.050946766664440805,0.02587606151392937,-0.02587606151392937,13.624053782240592
57,relax,9.49092560707029,5.798612653974006,0.05620074433242013,0.06703733732660216,0.014238603067609787,-0.012190042442656033,0.011317609469004461,0.2414316339769964,1.333951553091478,-0.008908059262437443,0.1587878894295427,3.977340009247664,0.76,0.5269273336685656,0.2585868713583721,0.21448579400224274,0.046316105811178336,0.029289780475329305,0.028795597005468472,0.0004941834698608338,0.20376150430213077,0.14805087399296438,0.6488149633478413,0.12035980920799733,0.15372879663836672,0.04852698056538046,0.0483381132016992,0.0001888673636812637,0.12531271008490596,0.019237200090051157,-0.022738163908058447,0.022738163908058447,,0.044516525337678,0.050753183776515984,0.025625029705459698,-0.025625029705459698,13.29340352822697
58,relax,9.346645735018582,5.85065151793052,0.05637315512459656,0.06612766597179781,0.014005034431358511,-0.012359446171559608,0.010378717736498837,0.22925842962242493,1.2483509423704922,-0.007713319511120697,0.16075004566438972,3.956266973834164,0.76,0.516604429150658,0.2665497397334689,0.21684583014814843,0.028215287035189884,0.028149879484827358,0.027618118547116315,0.0005317609377110432,0.20600353864074095,0.14917686917235748,0.35554246734321204,0.12446163158831187,0.1572704441118415,0.04825382361554192,0.04806763160144307,0.00018619201409885051,0.12724286302952764,0.02010394413071456,-0.021934006142829865,0.021934006142829865,,0.04320719366944995,0.05055323496363806,0.025329747820449312,-0.025329747820449312,12.977662904770298
59,relax,9.21436273826519,5.91903705418604,0.05651125319337496,0.06841126968238864,0.013805882222177952,-0.012508282441588178,0.009425723701241683,0.21693482943297507,1.1727376940392928,-0.006764317188401639,0.16295499107956185,3.9367477535535853,0.76,0.5161293898944908,0.2823655944348801,0.20150501470581694,0.07111417609676265,0.026882707087104815,0.026313623476429,0.0005690836106758123,0.19142976397052602,0.15025217745584168,0.6121649903928925,0.1282153038328173,0.16097945522561422,0.04736044368659862,0.0471758705355262,0.00018457315107242057,0.12913728077699158,0.020477736599493805,-0.021114896678850113,0.021114896678850113,,0.041901234742862344,0.05029781166147491,0.02499255972912138,-0.02499255972912138,12.67659889144989
60,relax,9.083810250048254,5.990187188246523,0.056634365186476604,0.06832927316745649,0.013601538586519999,-0.012653283099859018,0.00846161357899109,0.20446217174431236,1.1307985153184135,-0.006241804169329041,0.16526033867648376,3.940884784431577,0.76,0.5126408244022229,0.3037866672432201,0.18357250738534722,0.1055940624033413,0.026749947187548116,0.026142279494271416,0.0006076676932767001,0.1743938820160798,0.1513221753433436,0.9014901217341116,0.13197183023908668,0.16479253028565014,0.047052819596974535,0.04686931969793855,0.00018349989903599146,0.13101939356087056,0.02030287240942642,-0.020302781782473057,0.020302781782473057,,0.04068913173843721,0.05003821229631488,0.024617377493389513,-0.024617377493389513,12.38917580013776
61,relax,8.959614791206304,6.065882283179961,0.05654947368963372,0.0614831530813512,0.013376689977098132,-0.012802084515717866,0.007500697266755191,0.19184767798450275,1.117555380970683,-0.005857655406848815,0.1675493900080712,3.952091930193699,0.76,0.5095589458986786,0.31424446162580244,0.17619659150330924,0.12657492049851574,0.0284298452137929,0.027781246193892717,0.0006485990199001807,0.16738676192814383,0.1524593691518953,0.8608684538599065,0.13586036798331638,0.16871305859959557,0.0481905431343579,0.048008758428039824,0.0001817847063180764,0.13294701528624486,0.019760697920565003,-0.019512353865650457,0.019512353865650457,,0.03970838881646567,0.04989039876335832,0.02420897560317039,-0.02420897560317039,12.114810919423244
62,relax,8.837087137147384,6.142691831129662,0.05640367053173797,0.04963278639112208,0.013121148919089455,-0.012966738139711362,0.006545615725939099,0.1790601099941442,1.0677087086221135,-0.005205891395997699,0.1693443036281292,3.971107270606846,0.76,0.5043628788142892,0.3212941421164257,0.17434297809086763,0.09047989787847953,0.02933026950780166,0.028636357034605358,0.0006939124731963032,0.16562582918632432,0.15363257993220739,0.5466804403422454,0.14010361219659223,0.1727869042017722,0.04908110187532207,0.04890161028950123,0.00017949158582083777,0.13491025936125775,0.019750832367520406,-0.018722320570949642,0.018722320570949642,,0.03887813927177255,0.04982565501231543,0.02377004320059273,-0.02377004320059273,11.852593016841176
63,relax,8.714429130983305,6.227361231400213,0.056185991895001994,0.047564005970330586,0.012882065598193116,-0.01312720702263402,0.00559511354831562,0.16610248745991335,1.096197345419423,-0.004677174738740647,0.1714957080392131,4.00321916077556,0.76,0.505982671539337,0.31702082067511766,0.17699650679912313,5.25160643243102e-05,0.027859217081059935,0.02711971223611698,0.0007395048449429533,0.16814668145916703,0.15474694861544977,0.37935195986939035,0.14415454944729036,0.17674211015864552,0.04839290795430067,0.048215767245826914,0.00017714070847375923,0.13684597567942977,0.020533690873240737,-0.017900972936020013,0.017900972936020013,,0.03799662549651554,0.04971103524767425,0.023300517579426916,-0.023300517579426916,11.601539905972547
64,relax,8.630629343643717,6.343246414110478,0.05587146883972358,0.028590817624274827,0.01269738040743408,-0.013259259333452107,0.004641713602567904,0.15299948720313605,1.1569222828804586,-0.004673343426238333,0.17390474171509773,4.031468163700353,0.76,0.504077374883356,0.31568908849441996,0.18023353563164288,0.09678651308759474,0.025408475263628015,0.024624595883281718,0.0007838793803462965,0.17122185885006064,0.1557632876259949,0.6644717877537483,0.148002268266006,0.18047957691940325,0.04691290029406765,0.04673843305453962,0.0001744672395280357,0.13872249169119247,0.021504425030439638,-0.017040795934802427,0.017040795934802427,,0.03698957347788454,0.049487184451385724,0.022799739847856958,-0.022799739847856958,11.36386706098624
65,relax,8.584952656779166,6.5150513052648416,0.05564836051382838,0.037090802069013634,0.012550603566868854,-0.01336676535613602,0.003674030578666407,0.1397823555456365,1.1550209223112227,-0.004667025478584561,0.17603405521418317,4.028210461770938,0.76,0.4939959880083176,0.3197509383342734,0.186253072676016,0.13054573910392384,0.023541578075468705,0.022714482240724358,0.0008270958347443454,0.17694041904221516,0.15670495074901364,0.8875410104556184,0.15172238947006886,0.18393116200257847,0.0460152070830718,0.045842574002490546,0.00017263308058125762,0.14056309997451533,0.022473629007603097,-0.016141850774498305,0.016141850774498305,,0.03591373384569128,0.04920942626192061,0.02226710872198827,-0.02226710872198827,11.141553908649675
66,relax,8.527835131235214,6.675761176070679,0.05566669012708337,0.0447162001584239,0.012436531148848688,-0.013436882712656086,0.0027049680618422174,0.12648499602003818,1.1578275078226743,-0.004468265909890766,0.17806845442148342,4.039309978648667,0.76,0.4840755724623337,0.3263342564173444,0.18959017013302212,0.08111685908324785,0.023343934680874333,0.022477170647321625,0.000866764033552708,0.1801106616263709,0.1576387081362486,0.7805642602392763,0.1550518819172626,0.18712516786345423,0.0461840876699732,0.04601304604494757,0.0001710416250256334,0.14241046348131425,0.022840152989098868,-0.01522824465493435,0.01522824465493435,,0.034908149912505924,0.048967399174564816,0.021703999596623957,-0.021703999596623957,10.932456406456518
67,relax,8.477773317271705,6.84217420986573,0.05553959863714294,0.04849484830799726,0.012335931751997927,-0.013487861085965362,0.0017403835689689905,0.11312385220079105,1.13920931674036,-0.005262949677511838,0.17942732725365584,4.041242492962083,0.76,0.46911200053234076,0.34055310499892266,0.19033489348443441,0.0061669102435368195,0.023429245570924052,0.022523055821048757,0.0009061897498752944,0.1808181488102126,0.15857587795908556,0.42450070096958475,0.15829814739604897,0.19015114320317789,0.04656758318388561,0.04639691113375339,0.00017067205013222123,0.14427316680866967,0.02313833761296156,-0.014302711150415887,0.014302711150415887,,0.03398983756517938,0.04877541389531048,0.02111189652092731,-0.02111189652092731,10.736081759321735
68,relax,8.423290979732139,7.008598776100671,0.05554182184319463,0.06010874091841187,0.012255871440839103,-0.013512734988421439,0.0007899761619944501,0.0997297887117334,1.2293034340306568,-0.005789063562983057,0.18133190954446443,4.056556070485311,0.76,0.4680228486298665,0.3420628378934696,0.18991431248696716,0.09671104379323973,0.02273978045772967,0.021798505236916184,0.0009412752208134858,0.18041859686261885,0.15948546917739476,0.4746604834437337,0.16112442667651977,0.19320467752917644,0.0461825467455139,0.046011366990276054,0.00017117975523784444,0.1461204686784902,0.023442766287784227,-0.013365000498904519,0.013365000498904519,,0.033089832996583406,0.04856798452332676,0.020492144839165487,-0.020492144839165487,10.551058496954568
69,relax,8.407302185811574,7.19583638673251,0.05540259864839652,0.05220677310911487,0.012195093591434697,-0.01352513924084075,0.0,0.08647774139053345,1.3062031759381143,-0.006368030127336584,0.18330175272783544,4.056021016537886,0.76,0.466094890222385,0.333931484538284,0.1999736242535176,0.10611733488114801,0.0221855338808412,0.021210044733500664,0.0009754891473405356,0.18997494304084175,0.1603728905326284,0.7834237729900748,0.16390405351651757,0.1963163145370832,0.04573156620960159,0.04556024052995461,0.0001713256796469765,0.14794973132687428,0.02354603232876039,-0.012423159205754103,0.012423159205754103,,0.03221748906732403,0.04834107105822875,0.019846625988492576,-0.019846625988492576,10.379557992063129
