step,center,sigma,precision,step_joule_total,step_joule_particle,step_joule_control,step_leakage,cumulative_joule_total,step_joule_total_ema
35,-0.014368882177899354,0.12853721608437424,4.3752046859515685,0.05365224022418379,0.0533705789010147,0.00028166132316909153,0.6262634972500349,0.08071653275045498,0.055168920538990925
36,-0.014430348852098084,0.1320850765181591,4.381289507455947,0.05231208596438841,0.052035454887167334,0.00027663107722107665,0.6269810510407628,0.08280901618903053,0.05494037377302272
37,-0.014999805727405308,0.1350956541342002,4.387682700444369,0.05222939643756718,0.051957500934268465,0.0002718955032987161,0.6303942605247351,0.08489819204653322,0.05472349558618628
38,-0.01560722106518388,0.1382667089654184,4.3890107071387625,0.05315372535814542,0.05288679051864717,0.0002669348394982487,0.6305583660181945,0.08702434106085903,0.05459791396794301
39,-0.016145267238401508,0.14133623342223792,4.379609642233723,0.05332810055902962,0.0530662337486714,0.00026186681035821795,0.6319862832963978,0.08915746508322021,0.05449632889522994
40,-0.016586680924536426,0.14436466613887464,4.379799838688068,0.052200610040162555,0.051943735933049684,0.0002568741071128704,0.6338783516672024,0.09124548948482672,0.05431267138682455
41,-0.016979782317889484,0.14785081320963045,4.369920901511316,0.05128117740638831,0.051029321306817234,0.000251856099571074,0.6325601074166991,0.09329673658108226,0.054070151868389656
42,-0.01743823548811535,0.15160540947454842,4.364820273278752,0.05129672651101581,0.051049755255416794,0.0002469712555990118,0.6295119926082584,0.0953486056415229,0.05384827783979975
43,-0.017761414441455688,0.15556073728727013,4.364471017730928,0.05167502127363733,0.05143273813192145,0.00024228314171587621,0.6285464363528565,0.09741560649246839,0.05367441731450676
44,-0.0179926676265776,0.15974264265537244,4.361139858627142,0.05130264670781968,0.051065010472222,0.00023763623559767673,0.6263997421280396,0.09946771236078117,0.0534846756659718
45,-0.018638779255315173,0.1638616589808717,4.359842923711165,0.050503775570935744,0.05027075788392442,0.0002330176870113249,0.6259650648180061,0.10148786338361859,0.05324620365836892
46,-0.019619515711079262,0.16785060596363094,4.3647367977049125,0.05061485402799095,0.05038652030908849,0.0002283337189024597,0.6239071371257747,0.10351245754473823,0.053035695687938686
47,-0.020720959912850986,0.1716957647834016,4.367595594461415,0.05178199517819522,0.05155839793792165,0.00022359724027357412,0.6246924725783535,0.10558373735186603,0.05293539964715921
48,-0.02220594816267367,0.1747917579955791,4.361753757345683,0.05216546900129515,0.05194624079658449,0.0002192282047106568,0.6304654818685287,0.10767035611191784,0.052873805195490085
49,-0.023518887674506436,0.17747931845399229,4.36420600201823,0.05108874170829078,0.05087345793943163,0.00021528376885915097,0.6365099756696216,0.10971390578024948,0.052731000116514146
50,-0.02457744283602492,0.18060014804587635,4.369844441554921,0.04943367286354849,0.04922232446623719,0.00021134839731129347,0.6368801118863111,0.11169125269479141,0.052467213936276895
51,-0.025800028982497166,0.18340132161212525,4.372459730800015,0.04870825524569119,0.04850043045452977,0.000207824791161413,0.6409088421325978,0.11363958290461906,0.052166497241030035
52,-0.027252814849058796,0.18621733887436137,4.373935234446372,0.04923275023400984,0.049028256597886136,0.00020449363612370038,0.6438334578353768,0.11560889291397945,0.051931797480468424
53,-0.029515622498700194,0.18859524275476708,4.374945005716828,0.049567031375813156,0.049365704325265256,0.0002013270505479025,0.6478038661530787,0.11759157416901198,0.051742616192096004
54,-0.03230873827736053,0.19051059019407401,4.373692458800926,0.048716683080660766,0.04851832759314883,0.00019835548751193736,0.6521721650292173,0.11954024149223841,0.051500541543181184
55,-0.034760937379890784,0.19235844888527415,4.37073499195914,0.04782350590818832,0.047627964843873986,0.00019554106431433554,0.6584379514457627,0.12145318172856594,0.05120637869238175
56,-0.036117362204651414,0.19551417859885142,4.361983209045096,0.047961228343119895,0.04776896511138487,0.00019226323173502258,0.6625350918066025,0.12337163086229073,0.050946766664440805
57,-0.03692763964103654,0.1995740224751092,4.353643153642587,0.04852698056538046,0.0483381132016992,0.0001888673636812637,0.6591173563357828,0.12531271008490596,0.050753183776515984
58,-0.038716151030918924,0.2027027873608891,4.348526956633446,0.04825382361554192,0.04806763160144307,0.00018619201409885051,0.6592663747402907,0.12724286302952764,0.05055323496363806
59,-0.04153160148159219,0.20411099074634464,4.347227337928789,0.04736044368659862,0.0471758705355262,0.00018457315107242057,0.668570251794276,0.12913728077699158,0.05029781166147491
60,-0.044161735190600224,0.20458253219814643,4.352618420038241,0.047052819596974535,0.04686931969793855,0.00018349989903599146,0.6777430626534556,0.13101939356087056,0.05003821229631488
61,-0.045930304723308946,0.20617604874788542,4.354234889570214,0.0481905431343579,0.048008758428039824,0.0001817847063180764,0.6775610143082325,0.13294701528624486,0.04989039876335832
62,-0.047356839382221315,0.20853890633737399,4.345799265095932,0.04908110187532207,0.04890161028950123,0.00017949158582083777,0.6767506513678285,0.13491025936125775,0.04982565501231543
63,-0.04936253152627891,0.21097493562077885,4.345379490066559,0.04839290795430067,0.048215767245826914,0.00017714070847375923,0.6780320226594766,0.13684597567942977,0.04971103524767425
64,-0.05103479863641848,0.21443713248211044,4.3481016019948395,0.04691290029406765,0.04673843305453962,0.0001744672395280357,0.6727016581980656,0.13872249169119247,0.049487184451385724
65,-0.05326042097023988,0.21667858368685172,4.3488072594828,0.0460152070830718,0.045842574002490546,0.00017263308058125762,0.677114095512735,0.14056309997451533,0.04920942626192061
66,-0.055121737294373,0.21913054613991245,4.355866603973739,0.0461840876699732,0.04601304604494757,0.0001710416250256334,0.681569722771345,0.14241046348131425,0.048967399174564816
67,-0.05808079688315688,0.21953198596946238,4.352073564938154,0.04656758318388561,0.04639691113375339,0.00017067205013222123,0.6878607083362697,0.14427316680866967,0.04877541389531048
68,-0.06218063384017329,0.21841640276650884,4.361782060076811,0.0461825467455139,0.046011366990276054,0.00017117975523784444,0.6909400789486801,0.1461204686784902,0.04856798452332676
69,-0.0654921189147768,0.2180771300196967,4.373086648646,0.04573156620960159,0.04556024052995461,0.0001713256796469765,0.6912682030735767,0.14794973132687428,0.04834107105822875
70,-0.06872111704859823,0.21694249217568806,4.379794211372887,0.04626362614205559,0.04609187501533114,0.0001717511267244547,0.6952516554248624,0.1498002763725565,0.048174875464934895
71,-0.07118191505964358,0.2162416148393549,4.372545695594067,0.04692285788168792,0.046751023694013155,0.00017183418767476762,0.6983965636829713,0.151677190687824,0.04807471405827514
72,-0.07428570387328773,0.21443065664266064,4.3612673324970315,0.0469959251367422,0.04682339018228528,0.00017253495445692307,0.6959123292171778,0.15355702769329369,0.04798841094455251
73,-0.07750980433862298,0.21269949002551475,4.355145844338098,0.04587686925192083,0.04570350335373482,0.00017336589818601483,0.6948338000668586,0.1553921024633705,0.04781948760914198
74,-0.08161463655802836,0.20879828650526597,4.355519686680812,0.04515163975789908,0.04497613070718784,0.00017550905071123997,0.7023278733641202,0.15719816805368647,0.04760605978104255
75,-0.08521172379049305,0.20620353021139692,4.3392708103112305,0.04591835728397824,0.04574128805592492,0.0001770692280533172,0.7028797525544556,0.1590349023450456,0.047471043581277406
76,-0.09134460195343881,0.19574124083068895,4.327616577222537,0.04711574092598006,0.04693275884317584,0.00018298208280421782,0.7016562980417939,0.1609195319820848,0.04744261936885362
77,-0.09909819421116059,0.17516535393690702,4.321610129696773,0.047077085955777094,0.04688202291488361,0.00019506304089348433,0.7029053585291022,0.16280261542031588,0.0474133766958075
78,-0.10435532671606075,0.1588936888269608,4.322380262085229,0.04593112984703467,0.0457258156315032,0.00020531421553147307,0.7116518606083099,0.16463986061419728,0.04729479694790568
79,-0.11114379362996704,0.13206983462579414,4.3378893315614135,0.04491633054556933,0.04469302811824294,0.00022330242732639076,0.7265825507609571,0.16643651383602004,0.047104519635718774
80,-0.11602946642193078,0.11436609085302414,4.347815489450243,0.04494356208143607,0.04470724206799456,0.0002363200134415126,0.7280098380899708,0.1682342563192775,0.04693164303137616
81,-0.118599096593965,0.10268161996299593,4.34241380500297,0.04518792296631692,0.04494243544566954,0.0002454875206473843,0.7542191902337323,0.17004177323793018,0.046792145426171425
82,-0.11872124324456208,0.09496986917557733,4.327501053026284,0.04497320682088646,0.044721488643823575,0.0002517181770628809,0.7727088551225071,0.17184070151076564,0.04664663033774863
83,-0.11604121294834528,0.08988011365588104,4.321457856107486,0.044579615609539415,0.044323910765909726,0.00025570484362968867,0.8078228636876484,0.1736238861351472,0.0464812691594919
84,-0.11471700768633672,0.0865208750128815,4.330781760813629,0.0452792106014838,0.04502067418620372,0.0002585364152800796,0.8174842353614721,0.17543505455920655,0.04638510447485125
85,-0.11492393641162896,0.08430377750850179,4.344535693745851,0.046629961700112486,0.046369431783113924,0.0002605299169985642,0.8164489772031834,0.17730025302721106,0.04640469305287215
86,-0.11645425985309389,0.08284049315561118,4.356176064377019,0.04695369306950061,0.04669166100710114,0.0002620320623994702,0.8197093861503454,0.17917840074999108,0.04644861305420243
87,-0.11735600840581661,0.08187472548270339,4.357459384538714,0.04567697133751932,0.045413894931456526,0.0002630764060627989,0.827733228843993,0.18100547960349186,0.04638688171686778
88,-0.11677397661110789,0.08123731881858423,4.363122478933585,0.04428727895278678,0.04402348138283726,0.00026379756994952304,0.8494823710513416,0.18277697076160335,0.0462189134957413
89,-0.11630515496152177,0.0808166304202656,4.375099536379672,0.04439218520641808,0.04412768090868128,0.0002645042977368004,0.855205114226203,0.18455265816986008,0.046072775232595446
90,-0.11629468577731761,0.0805389760773753,4.377427240371649,0.04541067121533122,0.04514544192005589,0.0002652292952753297,0.856996703879474,0.18636908501847332,0.04601980691121431
91,-0.11617758614663692,0.08035572421106771,4.375161427375685,0.04573534167633208,0.04546950645893347,0.00026583521739861204,0.8646293912867656,0.1881984986855266,0.045997049692423735
92,-0.1159715913746153,0.0802347779793047,4.372743968313525,0.0450166250872901,0.04475033826027822,0.0002662868270118834,0.8724077193548323,0.1899991636890182,0.04591861572401304
93,-0.11579325104889543,0.0801549534663411,4.373849406001421,0.04453804295370602,0.044271434924220546,0.0002666080294854702,0.8789616796679677,0.19178068540716645,0.04580816990238848
94,-0.11510804141316075,0.08010226928778513,4.374040374124663,0.04486927000163738,0.044602445744578285,0.00026682425705909653,0.8869095983904791,0.19357545620723193,0.04573305791032839
95,-0.113729891019407,0.0800674977299382,4.379868906262805,0.045179466112943684,0.04491246185007339,0.0002670042628702928,0.8898485522330903,0.19538263485174967,0.04568877056653762
96,-0.11279473213954849,0.08004454850175921,4.382745161568892,0.0446315522157824,0.04436427528347512,0.0002672769323072766,0.8908551790314481,0.19716789694038098,0.04560419309847721
97,-0.11186176214054222,0.08002940201116109,4.38434712092443,0.043740572830353416,0.04347304623334893,0.00026752659700448266,0.8910391844201828,0.19891751985359513,0.0454551034770273
98,-0.11116159099549919,0.08001940532736632,4.384657589749536,0.04402262768158633,0.04375477967735153,0.00026784800423480207,0.8911546067401626,0.20067842496085858,0.045340505413392025
99,-0.10985058855746854,0.08001280751606177,4.38075145962278,0.045388213524324844,0.045120160313479124,0.00026805321084571695,0.8978009642426442,0.20249395350183158,0.04534432206226665
100,-0.10764247811046698,0.08000845296060077,4.383742375583455,0.046238884707612234,0.04597080142869883,0.00026808327891339944,0.905517339561167,0.20434350889013608,0.045415887073894295
101,-0.10610518034288992,0.08000557895399651,4.389953746804469,0.04529663591325225,0.04502852696741053,0.0002681089458417192,0.9068063445517526,0.20615537432666617,0.045406346981042935
102,-0.10492853649314655,0.08000368210963771,4.390663366732871,0.043918618332825794,0.0436504711393293,0.0002681471934964922,0.907992569648544,0.2079121190599792,0.045287328689185564
103,-0.1032724087319419,0.08000243019236089,4.393465420926621,0.04334402031147427,0.043075744714388894,0.00026827559708537117,0.911226102188529,0.20964587987243816,0.04513186401896867
104,-0.10096783145750293,0.0800016039269582,4.394466033154231,0.0437261432437684,0.04345761900769332,0.0002685242360750831,0.9151021197511394,0.2113949256021889,0.045019406356952646
105,-0.09961107739886986,0.0800010585917924,4.396486497246823,0.04395248004555682,0.043683603562253405,0.0002688764833034136,0.9154330125370223,0.21315302480401116,0.04493405225204098
106,-0.09873498940259348,0.08000069867058299,4.396561979950083,0.043500064022024026,0.04323081800182012,0.00026924602020390767,0.9152342360994524,0.21489302736489213,0.04481933319363963
107,-0.09508206979293674,0.08531182266310561,4.3923400575232545,0.04340972237197479,0.04314433667315403,0.00026538569882075564,0.912869791069646,0.2166294162597711,0.04470656432790644
108,-0.09060717546824543,0.09701694921165183,4.391093851312963,0.04415371972270378,0.04389714299405391,0.00025657672864987227,0.9095705688673488,0.21839556504867927,0.04466233675949023
109,-0.08859658802275014,0.10401857013763695,4.392497579883093,0.04498135044662783,0.044730026087151646,0.00025132435947617884,0.9072852589920178,0.2201948190665444,0.04468785785446124
110,-0.08765595026372767,0.10800236877639546,4.394139768487691,0.04451328235570555,0.04426499917231922,0.0002482831833863297,0.9066194947319136,0.22197535036077262,0.044673891814560794
111,-0.08752646044954979,0.10965555733649882,4.392616926601715,0.04337868320267891,0.043131694215041885,0.00024698898763702437,0.9049493039762238,0.22371049768887977,0.044570275125610244
112,-0.08791696628515518,0.10996353466911166,4.393977200939136,0.04293623634287656,0.042689493408452676,0.0002467429344238865,0.9028466351551617,0.22542794714259484,0.044439552022991546
113,-0.0882458844224821,0.11026327146707088,4.395996938947785,0.043827493713060384,0.043580922111685745,0.0002465716013746353,0.9025438762987836,0.22718104689111726,0.04439058735819706
114,-0.08834236149254576,0.1109693732962097,4.395687400729678,0.04470363639216713,0.044457459396998605,0.0002461769951685246,0.9028585047655875,0.22896919234680393,0.044415631280914664
115,-0.08713019763899335,0.11174659892525896,4.393140839528364,0.04434151271275128,0.04409562154681977,0.00024589116593151043,0.9056786595203851,0.23074285285531398,0.044409701795461595
116,-0.08652630685319175,0.11204298048974291,4.391934539449386,0.043262750004590476,0.04301680809575163,0.00024594190883884154,0.9044418251957534,0.2324733628554976,0.0443179456521919
117,-0.08652531301067934,0.11207528152287854,4.393908856798431,0.04284764408513338,0.042601540813981514,0.0002461032711518624,0.902751913741006,0.23418726861890293,0.04420032152682722
118,-0.08659730997007031,0.11216828013503799,4.396181212702649,0.043413855817049915,0.04316760853566418,0.00024624728138573275,0.9025197163368623,0.23592382285158492,0.04413740427004504
119,-0.08671911155253634,0.11234912453206314,4.397690924891091,0.04379131895040576,0.04354504370405618,0.0002462752463495766,0.9025015258274844,0.23767547560960114,0.044109717444473895
120,-0.08692456546769617,0.11268384400582085,4.3986125586218785,0.0432659617876814,0.04301975068432145,0.00024621110335994797,0.9025001333861071,0.2394061140811084,0.0440422169919305
121,-0.08715199873268609,0.11325873121627211,4.39916727649087,0.04288102675686147,0.04263500455983065,0.0002460221970308218,0.9025000122431791,0.24112135515138286,0.04394932177312498
122,-0.0873295418261616,0.11406952663098952,4.399499977329967,0.04350074598344242,0.043255128517360394,0.00024561746608202167,0.9025000031654343,0.24286138499072055,0.04391343570995038
123,-0.08742173740973996,0.11504114971171453,4.39969293009275,0.04453565271484033,0.04429062515689469,0.0002450275579456385,0.9025000283901131,0.24464281109931416,0.043963213070341574
124,-0.0874675114223096,0.11603339827919469,4.39967902047855,0.044603499455449634,0.04435909394523912,0.0002444055102105167,0.9025003055597163,0.24642695107753215,0.04401443598115022
125,-0.08709903391678689,0.11652907332761522,4.397852600256978,0.043467734545435684,0.04322356386824389,0.0002441706771917933,0.9025031352609367,0.24816566045934957,0.04397069986629306
126,-0.08454489839767113,0.1143410584616256,4.396119936687593,0.04278250686594199,0.04253640084833669,0.0002461060176053048,0.902507685865689,0.24987696073398724,0.04387564442626497
127,-0.08271759095839816,0.11283688012990321,4.397398737466612,0.04331181823281613,0.043064280464044355,0.0002475377687717719,0.902502876756354,0.2516094334632999,0.043830538330789065
128,-0.0816731553820341,0.1125084303375506,4.398372672265483,0.04425882868568197,0.044010801102135136,0.00024802758354683065,0.9024979906098155,0.2533797866107272,0.043864801559180495
129,-0.08103246900064551,0.11321182890378217,4.398608700895177,0.04411579814136971,0.04386806673871027,0.0002477314026594426,0.9024520581936077,0.255144418536382,0.043884881285755635
130,-0.07979438292824481,0.11681123553159678,4.3950588017176635,0.043218337706235725,0.042973015110335556,0.00024532259590016663,0.9014515791384858,0.2568731520446314,0.043831557799394044
131,-0.07506339434636647,0.1285681738716892,4.389568645829588,0.04299131509803156,0.042753672073030186,0.00023764302500136998,0.896265174124728,0.25859280464855267,0.04376433838328505
132,-0.06878621582546102,0.1427680503540747,4.387946191857165,0.043844464921899695,0.04361551775807526,0.00022894716382443423,0.8910998684760488,0.26034658324542864,0.04377074850637422
133,-0.0644712885588547,0.1533187345480077,4.386301704610513,0.04453157635380708,0.04430881989237665,0.0002227564614304252,0.8894011332266994,0.2621278462995809,0.04383161473416885
134,-0.062066611677524794,0.15971806451512474,4.385755405216419,0.04408838809946292,0.04386919988675435,0.00021918821270857343,0.8888860026105678,0.2638913818235594,0.043852156603392374
135,-0.06062328253425091,0.16372824674909756,4.389284444407423,0.04339856013497654,0.043181468476882374,0.00021709165809416622,0.8892705297139892,0.26562732422895846,0.04381586888591911
136,-0.06036277756679335,0.1663514122607615,4.388767755372288,0.043704242336495995,0.04348858362187195,0.00021565871462405,0.8877282176436897,0.26737549392241833,0.04380693876196526
137,-0.060689431509445085,0.168826243468117,4.385245315056906,0.04469065964549523,0.044476493030098485,0.0002141666153967404,0.8833930986348475,0.26916312030823814,0.04387763643264766
138,-0.059260827778037345,0.17409285376794514,4.382672042043275,0.045043694349102485,0.04483236405544359,0.00021133029365889638,0.8765033737030871,0.2709648680822022,0.04397092106596405
139,-0.056556511279205454,0.18099295777072555,4.378814936934674,0.044291430582710956,0.04408361300112798,0.00020781758158297487,0.8722159017947961,0.2727365253055107,0.0439965618273038
140,-0.05427536924282869,0.188593972259984,4.373442722535857,0.04360409148045243,0.04340016076930525,0.00020393071114718103,0.8680012855388689,0.27448068896472877,0.04396516419955569
141,-0.04997988577575871,0.19751971146836445,4.370317198216945,0.04416081691239663,0.04396090013471002,0.0001999167776866096,0.8600130337816213,0.2762471216412246,0.04398081641658297
142,-0.044653714180557205,0.20649028890017893,4.373349025824908,0.04525634812992856,0.04505994886349974,0.00019639926642882555,0.8533347813614353,0.27805737556642174,0.04408285895365062
143,-0.04162032070324558,0.2133578113874844,4.374741567816568,0.04535296688023197,0.04515933081368674,0.00019363606654522876,0.8518645335455575,0.279871494241631,0.044184467587777124
144,-0.04158426145130433,0.21848210731737247,4.367473866563684,0.044496234807448666,0.044305161109701764,0.00019107369774689874,0.8504175950911315,0.28165134363392896,0.04420940896535085
145,-0.04300206631690023,0.22335630942242468,4.358146670946817,0.044032029531637394,0.043843813505626175,0.00018821602601121873,0.8489726667148116,0.28341262481519447,0.04419521861065378
146,-0.04162086339640081,0.23013500402326154,4.3589694086259385,0.04478491585339529,0.04459981106709224,0.00018510478630305864,0.8429769952633176,0.28520402144933027,0.044242394390073096
147,-0.0383025562972745,0.23787810643243507,4.350828707158971,0.04549837020602363,0.04531642351995145,0.00018194668607218091,0.835456113585088,0.2870239562575712,0.04434287245534914
148,-0.035049736547427414,0.2458258975897065,4.344690249139965,0.045263384526702345,0.04508469001609211,0.00017869451061023163,0.8275494007491462,0.2888344916386393,0.044416513421057395
149,-0.03412793028042627,0.2529533346574556,4.334704348690601,0.04451072328873738,0.04433553200402218,0.00017519128471519906,0.8235439858338283,0.2906149205701888,0.04442405021047179
150,-0.03491942268206573,0.2583675976799532,4.330706209288708,0.04438901683614649,0.04421688167536261,0.00017213516078387609,0.8149521052878163,0.29239048124363465,0.044421247540525774
151,-0.036301466555214434,0.26132832027714464,4.3281513834092,0.04518662743992311,0.04501635381991062,0.00017027362001249084,0.8092399405053399,0.2941979463412316,0.04448247793247756
152,-0.03816053112639857,0.26337229267703577,4.316078380974939,0.04572374515337214,0.04555493202266765,0.00016881313070448535,0.8020435840850682,0.2960268961473665,0.044581779310149124
153,-0.038625891640937944,0.2672510977131025,4.307486027576864,0.045057415870532476,0.04489059866544675,0.00016681720508572424,0.7932597992684206,0.2978291927821878,0.04461983023497979
154,-0.036512160898242996,0.27307821108749464,4.307030663227987,0.04433994466360058,0.04417540930499478,0.00016453535860580412,0.7828227447628532,0.2996027905687318,0.04459743938926945
155,-0.03282650842232241,0.2801248608182486,4.303208632707044,0.044777857423262096,0.044615824611073586,0.00016203281218850858,0.7697508073320303,0.30139390486566225,0.044611872831988864
156,-0.02855937146381997,0.28764918411360274,4.2979332627625855,0.045883090752363,0.045723746590086906,0.0001593441622760972,0.7534120700502435,0.3032292284957568,0.0447135702656188
157,-0.024610534683652215,0.2948892815777471,4.295543089722514,0.046346850127819694,0.04619009524147172,0.0001567548863479744,0.7381662729529641,0.30508310250086956,0.04484423265459487
158,-0.022779191958272577,0.3012664288033627,4.294049980431439,0.04578522196452358,0.04563119327779905,0.00015402868672452995,0.7326610197608487,0.3069145113794505,0.04491951179938917
159,-0.02323230959962217,0.30680448121145093,4.287099104816497,0.045210770928462846,0.04505969183709128,0.00015107909137157188,0.727009550894603,0.308722942216589,0.04494281252971506
160,-0.026715362902773453,0.3113005660116083,4.274114131136686,0.04552613818135796,0.045378368803427355,0.0001477693779306016,0.7183321536257633,0.31054398774384334,0.044989478581846494
161,-0.031148698903430888,0.3149062579103118,4.271524235575617,0.04598825559869164,0.04584356376607461,0.00014469183261702807,0.7099076700545571,0.312383517967791,0.0450693807431941
162,-0.0340885636318807,0.3183084186268708,4.283472478014496,0.04576747989851216,0.04562521066910189,0.00014226922941026665,0.7059715892737343,0.3142142171637315,0.04512522867561955
163,-0.0350253432294102,0.32211802458087907,4.280428227456877,0.044998412664151076,0.04485821428689083,0.00014019837726024563,0.7003483741490291,0.31601415367029756,0.04511508339470208
164,-0.033817166763426124,0.32737647903107425,4.276820657080688,0.045013685605404204,0.04487569051276297,0.0001379950926412351,0.6921228883970221,0.3178147010945137,0.04510697157155825
