step,center,sigma,precision,step_joule_total,step_joule_particle,step_joule_control,step_leakage,cumulative_joule_total,step_joule_total_ema
165,-0.03133100620481219,0.33343856354722423,4.279191822223695,0.04626668602054654,0.046130948035230865,0.00013573798531567067,0.6859203907441968,0.31966536853533556,0.04519974872747731
166,-0.028680778402210443,0.33974789894199914,4.270065904340348,0.047311858066594666,0.047178437292062406,0.00013342077453226027,0.6834307574015793,0.3215578428579993,0.045368717474606704
167,-0.025810860925578008,0.3466634827067077,4.252292782287439,0.0469558761894903,0.04682500665395617,0.0001308695355341331,0.6798124947744291,0.32343607790557893,0.045495690171797394
168,-0.02491324007109478,0.35347602504832104,4.2521711083808835,0.04598426834597409,0.04585645513911537,0.0001278132068587208,0.6712950271425232,0.3252754486394179,0.04553477642573153
169,-0.023172602761995294,0.36009123996943426,4.257628391580104,0.04595488963796438,0.045829731483220136,0.00012515815474424403,0.6661539289937851,0.32711364422493644,0.04556838548271016
170,-0.019501558398911024,0.3665187555172653,4.2579664831901445,0.04695999370718937,0.04683677876961319,0.00012321493757618088,0.6654505448284193,0.328992043973224,0.045679714140668494
171,-0.016654371126596672,0.37230128770111837,4.261943275334138,0.047679560526109534,0.04755823427005174,0.0001213262560577932,0.6661250759690613,0.3308992263942684,0.045839701851503774
172,-0.01678697482433453,0.3780458306507324,4.250497064651905,0.04721025074927594,0.04709178680665405,0.00011846394262188733,0.6730018395358208,0.3327876364242394,0.045949345763325544
173,-0.01852095142837639,0.3844926528436734,4.254664208438413,0.0466373852660615,0.04652263343554405,0.00011475183051745028,0.6784930288421617,0.3346531318348819,0.04600438892354442
174,-0.02048531847123023,0.39099737878565166,4.263681777137817,0.04700787605953991,0.0468968357942739,0.00011104026526601252,0.6766231574691651,0.3365334468772635,0.04608466789442406
175,-0.02261944679623773,0.39671882436806477,4.262688361693797,0.047809090530142304,0.047701321902432946,0.00010776862770935809,0.674305240320591,0.33844581049846917,0.04622262170528152
176,-0.023542361340730393,0.4023054233360781,4.254068086642388,0.047763593014854014,0.04765852231837099,0.00010507069648302324,0.6824406208217896,0.34035635421906335,0.046345899410047325
177,-0.024800260282477605,0.40734880568380505,4.255352191514639,0.046954868889874664,0.04685229682193699,0.0001025720679376705,0.6867868743240824,0.3422345489746583,0.046394616968433514
178,-0.025996918231050128,0.4120116045739156,4.246347627255396,0.04680390091577509,0.046703624384862794,0.00010027653091229506,0.6889296592148498,0.3441067050112893,0.04642735968422084
179,-0.02558244478028017,0.41706453149273065,4.2366248284254375,0.04786779936593071,0.04776950477243146,9.829459349924964e-05,0.6920924561363341,0.34602141698592653,0.046542594858757634
180,-0.025275119145703503,0.4222408633326512,4.227357146863746,0.049129131865797836,0.049032821053718964,9.6310812078874e-05,0.6941799457313083,0.34798658226055845,0.04674951781932085
181,-0.024025923011409576,0.4275141923616729,4.225997921807962,0.0491016050682582,0.049006912004626334,9.46930636318611e-05,0.700935738534886,0.3499506464632888,0.04693768479923584
182,-0.022709037512506906,0.4325508989250022,4.2208008382428925,0.04825247733048805,0.04815919796186124,9.327936862681199e-05,0.7148237304381411,0.3518807455565083,0.04704286820173602
183,-0.02180304751729937,0.4374626641668594,4.212313403179534,0.048096813582397244,0.048004952322911104,9.186125948613869e-05,0.7280512606422552,0.3538046180998042,0.04712718383218892
184,-0.02089819663723815,0.44246287643809845,4.204444403532442,0.04882766474005023,0.04873722525702838,9.043948302184899e-05,0.7391911844323108,0.3557577246894062,0.047263222304817824
185,-0.023669192111471678,0.4462891950878751,4.205763169587107,0.04928742432972369,0.04919903447640202,8.838985332167314e-05,0.7389827017256125,0.35772922166259513,0.047425158466810294
186,-0.027886993088051273,0.448733738796509,4.218209975860129,0.04883126353469336,0.04874463747693797,8.662605775539257e-05,0.7422372883647358,0.35968247220398286,0.04753764687224094
187,-0.03210389469036251,0.4499453848225703,4.244945047376783,0.048440132279163335,0.04835450327501649,8.562900414684484e-05,0.7420024128485395,0.3616200774951494,0.047609845704794734
188,-0.035665294537573916,0.45068598716653824,4.266289115621761,0.049175388759374154,0.049090247839853045,8.514091952110843e-05,0.7380947105267153,0.3635870930455244,0.047735089149161095
189,-0.03763502646258755,0.4519033422573833,4.274891209049336,0.05045499524079483,0.05037014646556618,8.484877522865055e-05,0.7361692694190056,0.3656052928551562,0.047952681636491794
190,-0.03801780295882565,0.4546322669135322,4.26244214712828,0.05093469281962295,0.0508503777875583,8.431503206465414e-05,0.7353623212536958,0.36764268056794114,0.04819124253114229
191,-0.03809907555065536,0.4596133470195433,4.2432994539735684,0.05025851547976741,0.05017547712851914,8.303835124826978e-05,0.738017461156077,0.36965302118713184,0.04835662436703231
192,-0.038995135131478204,0.4659986092305469,4.233889686232581,0.04967621059768283,0.049595123309139316,8.108728854351823e-05,0.743607951059482,0.3716400696110391,0.04846219126548435
193,-0.04098018054254684,0.4718996248883037,4.243263466394003,0.05021791301627517,0.05013873119898027,7.918181729489969e-05,0.7463088929920134,0.3736487861316901,0.048602649005547616
194,-0.042114518197735665,0.47720707116159566,4.260335171213471,0.05135107745020917,0.0512733345348389,7.774291537027277e-05,0.7504430187914048,0.3757028292296985,0.04882252328112054
195,-0.04217082071844521,0.48230765573551315,4.269998486926864,0.05162344732768499,0.05154684659801015,7.660072967484403e-05,0.7513519302193987,0.3777677671228059,0.0490465972048457
196,-0.0402244979299497,0.48801427631916666,4.260860450924372,0.05123159528974798,0.05115596653772282,7.562875202515827e-05,0.7507384696130278,0.37981703093439584,0.04922139705163788
197,-0.0345471695225362,0.4947000553590123,4.268085748060914,0.051535449392416194,0.051460447024531175,7.500236788501992e-05,0.7573331848574655,0.3818784489100925,0.04940652123890015
198,-0.03031793484275598,0.5003623021325374,4.281920127212308,0.052664858432085834,0.05259026918988445,7.4589242201382e-05,0.75783463195041,0.3839850432473759,0.04966718821435501
199,-0.026859055728231645,0.5052798089444697,4.288441112430869,0.053761026214506374,0.05368668875071327,7.433746379309867e-05,0.7608307493944886,0.3861354842959562,0.049994695254367116
